rank,name,archetype,tier,fit_score,ranked_score,commune,postcode,address,lat,lon,phone,email,website,reasoning,sources,source_id
846,Bois Girault,camping,A,6.0,8.40,,,,47.7020977,2.7200155,,,,"Camping site with outdoor space and possible trees, family audience alignment is reasonable. However, municipal/budget constraints and unclear tree density reduce fit.",osm,osm:node/4937660921
847,Minicamping & gîtes Champagne Manoir,camping,A,6.0,8.40,Champallement,58420,2 Champagne,47.229628,3.4758366,,info@champagnemanoir.com,https://champagnemanoir.com,Private mini-camping operator with gîtes suggests better budget control and family positioning. Tree presence plausible but not certain from name alone.,osm,osm:node/5074872222
848,Le nid vert,camping,A,6.0,8.40,Mondeville,91590,35 Rue de Ballancourt,48.493852,2.4091152,+33 1 64 98 31 44,lenidvert91@orange.fr,https://www.camping-lenidvert.fr,"3-star rated camping in rural area with outdoor focus and family appeal. Name 'Le nid vert' (green nest) hints at natural setting, supporting installation fit.",osm,osm:node/5406794771
849,Aire de camping-car privée du Bowling - Lisieux,camping,A,6.0,8.40,,,,49.1466878,0.2387406,,,https://en.normandie-tourisme.fr/campers-and-caravans-service-stop-overs/aire-de-camping-car-privee-du-bowling/,Private camping operator with discretionary budget potential and likely outdoor space; caravan sites often have trees but unclear if mature trees sufficient for rope anchors.,osm,osm:node/5840060494
850,Le Mesnil-Bacley,camping,A,6.0,8.40,,,,48.9999557,0.1320024,,,https://www.calvados-tourisme.co.uk/offer/le-mesnil-bacley-devalparc-private-camper-van-park/,"Camping site with potential private budget and outdoor positioning; name suggests rural location with probable trees, though unclear if mature enough for aerial installation.",osm,osm:node/5840060685
851,Camping du Golf,camping,A,6.0,8.40,,,102 Route de Dieppe,50.0519192,1.3656279,+33 2 27 28 01 50,,https://www.campings-treport.com/campings/golf-camping/,"Golf-adjacent camping suggests established operator with budget and outdoor grounds; golf courses often have trees, and family audience present.",osm,osm:way/844676565
852,Le Parc des Grands Clos,camping,A,6.0,8.40,,,,49.136245,2.3715784,,,,"Generic tier-A camping; 'Parc' in name suggests wooded grounds and outdoor leisure focus. Likely family audience and private operator control, but no premium signals or budget confirmation.",osm,osm:node/6727590585
853,La Ferme des Hêtres,camping,A,6.0,8.40,Saint-Pierre-en-Port,76540,2 Rue des fermes,49.8036726,0.4974022,+33 2 35 27 42 47,,https://camping-de-la-ferme-des-hetres.e-monsite.com,"Campsite named 'La Ferme des Hêtres' (Beech Farm) suggests beech trees on-site, family audience, and outdoor leisure positioning—moderate fit if trees are mature and space is available for installation.",osm,osm:way/838639331
854,Camping des Cèdres,camping,A,6.0,8.40,,,,47.5178694,1.248146,+33 2 54 20 46 96,,,"Camping with 'Cèdres' (cedars) in name suggests mature trees on-site; family-oriented audience and outdoor space align well, but limited info on budget capacity or existing infrastructure.",osm,osm:node/8618906418
855,Camping municipal,camping,A,6.0,8.40,Bourgueil,37140,31 Avenue Général De Gaulle,47.2694608,0.1694249,+33 2 47 97 85 62,camping@bourgueil.fr,https://www.bourgueil.fr/camping/,"Municipal 3-star camping in Bourgueil (Loire Valley) suggests established outdoor space and family audience, but municipal status may complicate procurement; trees likely in rural setting.",osm,osm:way/197778904
856,Aux Sabots de Vent,camping,A,6.0,8.40,,,,49.4628318,4.6287551,+33 6 82 38 98 44,aux.sabots.de.vent@gmail.com,https://aux-sabots-de-vent.ffe.com/,"Named camp site ('Aux Sabots de Vent') suggests rural/outdoor positioning; likely has some tree coverage and family audience, though budget tier unclear.",osm,osm:node/10791080020
857,Charme Theater Camp,camping,A,6.0,8.40,Coullons,45720,,47.6126736,2.5215911,,,https://charme.nl,"Camping with 'Charme' branding suggests mid-tier leisure operator targeting families; likely has outdoor space and budget, though tree coverage unknown.",osm,osm:node/11082974054
858,Camping à la ferme de la famille Fontana,camping,A,6.0,8.40,,,,49.5915655,2.162464,+33 3 44 46 81 55,sebastien-fontana@orange.fr,https://www.gite-camping-beauvais.com/camping/,"Farm camping ('à la ferme') suggests pastoral setting with likely trees, family-friendly vibe, and small-operator flexibility; good potential if budget available.",osm,osm:node/11091874689
859,Ferme équestre de Pommeréval,camping,A,6.0,8.40,,,,49.7378626,1.2978639,,,,Equestrian farm camping suggests rural setting with potential mature trees and families/outdoor enthusiasts; moderate discretionary budget; decent fit if trees present.,osm,osm:node/11694631665
860,Rendez-vous en terre animale,camping,A,6.0,8.40,Sury-aux-Bois,45530,10 Route de Nibelle,47.9681405,2.3790547,+33 2 36 47 60 06,contact@rdvta.fr,https://www.rdventerreanimale.fr/,Campsite with 'animal' positioning suggests outdoor/nature focus and likely family audience; rural location implies trees; moderate fit if grounds accommodate installation.,osm,osm:node/11782892929
861,Camping municipal du Pont Picot,camping,A,6.0,8.40,Clamecy,58500,Pont Picot,47.4520362,3.5288169,,,https://www.clamecy.fr/que-faire-a-clamecy/envie-de-loisirs/le-camping-municipal/,"Municipal campsite in Clamecy suggests riverside/natural setting with trees and family audience; public operator may complicate budget/procurement, but camping demographics fit.",osm,osm:way/1279857911
862,Amiens Cable Park,leisure_park,A,6.0,8.40,,,,49.9239805,2.2259754,,,http://www.amienscablepark.com,"Adventure sports park with water/cable activities; active audience fits, but water-park focus and lack of trees limit fit; could work if operator values complementary attractions.",osm,osm:node/11660120977
863,Aire privée Beauval,camping,A,6.0,8.40,,,,50.0975647,2.3223223,,,https://www.somme-tourisme.com/aire-privee-daccueil-et-de-services-pour-camping-car-ou-van/beauval/airccpic080v515fsh,"Private caravan site suggests land ownership and potential for amenity upgrades; family audiences may value climbing activities, but caravan sites often lack mature trees or long-term facility investment appetite.",osm,osm:node/11889545113
864,Camping de la plage,camping,A,6.0,8.40,,,,47.2890869,0.7324823,,,,"Camping site near water suggests outdoor recreation focus and family audience; private operators may have $5k budget for amenities, but beach/water settings often lack mature anchor trees.",osm,osm:way/663026776
865,Camping Au bord de Loir,camping,A,6.0,8.40,,,,47.6501576,0.1617742,+33 2 43 94 67 70,,https://www.camping-lelude.com/,"Riverside camping suggests natural setting and family audience; private camp operator likely has better budget capacity than caravan-only sites, though tree assets depend on location.",osm,osm:way/109443796
866,Terrain de camping Le Verger,camping,A,6.0,8.40,,,,49.9428401,2.7152473,+33 6 26 74 51 62,secretariat@ville-braysursomme.fr,http://www.ville-braysursomme.fr/fr/information/84051/camping,"Small 1-star campsite with family audience potential; budget is uncertain for a $5k upgrade, but 'Le Verger' (orchard) name suggests possible tree assets.",osm,osm:way/1159214878
867,Gite rural Les Vignes d'En Bas,treehouse_hotel,A,6.0,8.40,,41250,364,47.5598455,1.4682667,+33254741517,gite.gombaudiere@wanadoo.fr,http://gite-et-chateaux.fr,"Gite/chalet suggests adventure/nature positioning and some discretionary budget; however, 'Les Vignes' suggests vineyard context (adult-focused) rather than family play infrastructure.",osm,osm:node/4835510339
868,Camping De Sologne,camping,A,6.0,8.40,,,Allée de la Sauldre,47.4297925,2.0534862,+33 2 52970638,,https://www.campingdesologne.fr/,Proper campsite with family-oriented positioning and likely modest-to-moderate budget; Sologne region (wooded) suggests trees present. Modest fit but plausible for family outdoor attraction.,osm,osm:way/1310604717
869,Domaine de Marsoif - Beauce la Romaine,camping,A,6.0,8.40,,,,47.9174584,1.3874196,,,https://www.valdeloire-france.com/aire-camping-car/aire-de-stationnement-au-domaine-de-marsoif-beauce-la-romaine/,"Mid-tier camping/caravan site with likely outdoor space and family audience; Beauce region often has scattered trees, though caravan parks may prioritize flat ground over mature trees for infrastructure.",osm,osm:node/11922727216
870,Ferme de la Maugerie,camping,A,6.0,8.40,,,,47.6301768,1.610527,+33 2 54 87 05 07,,https://www.la-maugerie.com/fr/camping-car,"Farming-based campground likely has outdoor space and family clientele; rural location suggests possible tree coverage, but no explicit climbing/adventure positioning evident.",osm,osm:node/11922746726
871,Camping du Cosson,camping,A,6.0,8.40,Crouy-sur-Cosson,41220,Route de la Cordellerie,47.6483061,1.6120116,+33 631463880,,https://www.crouysurcosson.fr/vivre-et-decouvrir/decouvrir/camping-municipal/,"Standard camping site with family audience and outdoor space; Cosson river location may indicate some tree coverage, but no premium positioning or adventure focus evident.",osm,osm:way/523228656
872,Domaine de la Croix Mélier,camping,A,6.0,8.40,,,,47.392061,0.8832555,,,https://www.lacroixmelier.fr/,"Mid-tier campground with family audience and likely outdoor acreage; rural setting suggests tree coverage, but standard caravan-park positioning rather than adventure-focused.",osm,osm:node/11923240232
873,Camping de la Lancière,camping,A,6.0,8.40,,,,47.8162566,2.8434784,,,https://www.chatillon-coligny.fr/decouvrir-se-divertir/se-loger-a-chatillon-coligny/camping-municipal-de-la-lanciere/,"Established camping site (not just caravan lot) suggests stronger family-activity positioning and likely better outdoor infrastructure; rural location probable trees, though budget and long-term control unclear.",osm,osm:way/765870168
874,Camping Val de vie,camping,A,6.0,8.40,Châtenoy,45260,71,47.9050544,2.3946607,+33 2 38 55 82 71,campingvaldevie45@orange.fr,https://www.camping-valdevie.com/,"Traditional campground (camp_site, not just caravan lot) suggests family-oriented positioning, outdoor recreational infrastructure, and likely multiple trees; rural location promising, though specific budget and amenity details unclear.",osm,osm:way/352041131
875,Camping Les Bateaux,camping,A,6.0,8.40,Revin,08500,95 Quai Edgard Quinet,49.9436613,4.629812,+33 3 24 40 15 65,,https://camping-revin.com/,"3-star campsite near river (Revin) with established family audience; likely has trees and amenities, but riverside location may complicate tree anchor points and municipal oversight.",osm,osm:way/453613627
876,Aire de bivouac,camping,A,6.0,8.40,,,,47.8428689,1.1126014,,,,"Camping site with likely outdoor space and family audience; unclear if mature trees present on-site for anchoring, but outdoor leisure operators often have budget flexibility for amenities.",osm,osm:node/12052800221
877,Gîte - Appartement cosy,treehouse_hotel,A,6.0,8.40,Châteauvillain,52120,6 Rue Saint-Jacques,48.0354289,4.9170929,,,https://www.airbnb.fr/rooms/17645346?location=Châteauvillain,Chalet gîte in rural Châteauvillain likely has outdoor grounds and could appeal to families; trees uncertain but possible in countryside setting.,osm,osm:node/7897084374
878,Gîte d'étape de Donnery,treehouse_hotel,A,6.0,8.40,Donnery,45450,Quai du Canal,47.9153619,2.103953,+33238592010,mairie@donnery.fr,https://www.tourismeloiret.com/fr/diffusio/hebergements-groupes/gite-d-etape-de-l-ancienne-maison-eclusiere-donnery_TFOHCOCEN045000IF,Chalet étape (stopover) in Donnery suggests group/family facilities and outdoor grounds; archetype hints at nature orientation but budget/trees unclear.,osm,osm:node/11766723811
879,Camping Le Pressoir,camping,A,6.0,8.40,GACE,61230,Rue de Cisai,48.7949183,0.3009192,+33 2 33 35 50 24,,https://camping-lepressoir-gace.fr,Established 4-star campsite indicates budget headroom and family positioning; rural location in Gacé suggests trees likely present.,osm,osm:way/121008587
880,Martin Pêcheur,camping,A,6.0,8.40,,,,50.0094412,4.4333296,,,,"Small camping site with family audience potential and outdoor grounds; name suggests riverside location with possible trees, modest budget uncertainty.",osm,osm:node/12312177491
881,Aire naturelle de camping - Le Passant,camping,A,6.0,8.40,,,,49.8218376,0.5650963,+33 2 35 97 54 77,,,"Natural camping site suggests outdoor space and family audience, likely has trees for anchoring, though budget tier unknown and no explicit climbing infrastructure mentioned.",osm,osm:node/12582624621
882,Arden Parks Signy l'Abbaye,camping,A,6.0,8.40,Signy L'Abbaye,08460,,49.7037684,4.4046934,+33 3 24 58 33 62,campinglavenerie@gmail.com,https://domainedelavenerie.fr/camping/,Established campground with tier-A status suggests good outdoor space and family orientation; likely has trees and operational budget.,osm,osm:way/1446357747
883,Resort & Camping Val De Braye,camping,A,6.0,8.40,Bessé-sur-Braye,72310,25 Rue du Val de Braye,47.8319519,0.7525535,,,,"Resort campground indicates premium positioning, family audience, and likely tree cover; good fit for value-added recreational installation.",osm,osm:node/12699168223
884,Country Park - Touquin,camping,A,6.0,8.40,Touquin,77131,Route de la Couture,48.7313666,3.0480339,+33 1 64 04 16 36,,https://www.countrypark.paris/touquin/,Established tier-A campground suggests professional operator with budget capacity and family audience; rural location likely has tree infrastructure.,osm,osm:node/13033918057
885,Camping municipal de Villaines-les-Rochers,camping,A,6.0,8.40,,,,47.2201577,0.4976944,,,,"Municipal campground likely has outdoor space and families/outdoor enthusiasts, but no explicit tree or infrastructure signals; moderate budget potential as a public operator.",osm,osm:node/13094347377
886,Prairie du Moulin Neuf,camping,A,6.0,8.40,,,,48.586365,2.2259835,,,,"Small campground likely attracts families and outdoor users; rural setting suggests trees, but limited visibility on budget or long-term control.",osm,osm:node/13327850583
887,Les 5 Étangs,camping,A,6.0,8.40,,,,47.5584805,2.2650055,,,https://www.sologne-vacances.com/fr,"Campground with evocative name suggesting water features and outdoor character; families present, but trees and budget not explicitly confirmed.",osm,osm:node/13474206386
888,Le Jardin de Séraphine,camping,A,6.0,8.40,Malleville-les-Grès,,572 Rue de l'Église,49.8323902,0.6060532,,,https://www.lejardindeseraphine.com/,"Small rural campground with family/outdoor appeal; likely has some green space and trees, but limited indicators of discretionary budget.",osm,osm:node/13758783500
889,Le Domaine de Fontaine-Châtel,camping,A,6.0,8.40,,,,49.5313355,1.3083303,+33 6 25 06 30 79,contact@domainedefontainechatel.com,https://domainedefontainechatel.com/,Named domain-style campground suggests estate setting with potential trees; family-oriented but no confirmation of budget or investment capacity.,osm,osm:node/13787430054
890,Les Charmilles,camping,A,6.0,8.40,,,,48.5381553,0.2461918,,,,Charming-named campground likely rural with families; trees possible but no explicit amenities or budget indicators.,osm,osm:way/24803749
891,Camping au Bol d'Air,camping,A,6.0,8.40,,,16 Rue de Flaumont,50.1207802,3.9965887,+33 4 79 36 81 59,,,Campsite archetype suggests outdoor space and family audience; no stars/description limits confidence on tree presence and budget capacity.,osm,osm:way/38845575
892,Camping Le K d'Or,camping,A,6.0,8.40,,,,50.0171664,4.6399824,,,,"Tier-A campsite likely has outdoor space and family audience; limited detail on trees or budget, but archetype fits casual recreational operators.",osm,osm:way/39107946
893,Camping de Renéville,camping,A,6.0,8.40,Yport,76400,Chemin de Nesmonds,49.7560941,0.3597139,+33 2 35 28 20 97,reneville@aliceadsl.fr,https://www.campingdereneville.com,"Coastal 3-star campsite; family audience and outdoor focus are strong, but seaside location may mean limited mature trees vs. sandy/cliff terrain.",osm,osm:way/40760995
894,Le Mont Olympe,camping,A,6.0,8.40,,,,49.7781442,4.7210962,+33 3 24 33 23 60,,https://www.camping-mont-olympe.fr/,"3-star waterfront campground near marina and water sports; family-oriented with Tier A status suggesting solid budget, though maritime setting may imply limited mature trees.",osm,osm:way/66587856
895,Accueil Camping,camping,A,6.0,8.40,,,,47.5928381,0.9071093,,,,Campground with family audience and operator scale; generic name offers limited tree confirmation but camping context suggests reasonable outdoor grounds.,osm,osm:way/67690304
896,Club Naturiste du Bois Mareuil,camping,A,6.0,8.40,,,,49.4189822,1.5154408,,,,"Club Naturiste du Bois Mareuil is a naturist campsite with 'Bois' (woods) suggesting trees and outdoor focus. Likely family/community audience with discretionary budget, though specifics unclear.",osm,osm:way/1309874892
897,La Boissellerie,camping,A,6.0,8.40,,,,50.1421531,4.0272034,+33 3 27 59 06 50; +33 6 83 80 87 29,campinglaboissellerie-felleries@orange.fr,https://www.felleries.fr/le-camping,"Camping/caravan site likely has outdoor space and modest budget; trees plausible but not confirmed by name. Target audience (campers) values outdoor activity, making this a moderate fit.",osm,osm:way/84575902
898,Le Mesnil,camping,A,6.0,8.40,Saint-Aubin-sur-Mer,76740,Route de Sotteville,49.88394,0.8516264,+33 2 35 83 02 83,contact@campinglemesnil.com,https://www.campinglemesnil.com,"3-star coastal campsite in Normandy with family-oriented clientele and reasonable budget capacity. Coastal location suggests some trees/green space, though beach-focused sites may lack tall mature anchors.",osm,osm:way/90497255
899,Camping le Criquet,camping,A,6.0,8.40,Freneuse,78840,42 Rue du Criquet,49.0573237,1.6143255,+33 1 30 93 07 95,inforeserv@camping-le-criquet.fr,http://www.camping-le-criquet.fr/,"Rural campsite in Freneuse (Seine valley); likely has outdoor space and trees. Family audience and modest budget fit, though star rating/budget capacity unclear.",osm,osm:way/95208179
900,Camping Presqu'Ile de Champaubert,camping,A,6.0,8.40,,,,48.5552802,4.7909276,,,https://lescampingsduder.com/,4-star campsite with 'Presqu'Ile' (peninsula) location suggests scenic waterside setting and modest discretionary budget. Outdoor space and family appeal present; trees less certain from name alone.,osm,osm:way/96321411
901,Camping l'Île Adeline,camping,A,6.0,8.40,Poses,27740,Rue des Masures,49.3081507,1.2255717,+33 2 32 25 45 33,info@camping-ile-adeline.com,https://www.camping-ile-adeline.com,"Small 2-star campground likely has outdoor space and family audience; campgrounds often feature trees, but tier A status suggests modest scale and budget limits.",osm,osm:way/97872356
902,Camping des Forges,camping,A,6.0,8.40,Saint-Antoine-la-Forêt,76170,1745 Route de Lillebonne,49.530868,0.4978568,+33 9 67 25 80 28,,https://www.normandie-tourisme.fr/camping/camping-les-forges,"Campground named after a forest location suggests tree-rich setting; family-oriented with decent star potential, though tier A indicates moderate operator budget.",osm,osm:way/108192179
903,Camping Les Prés,camping,A,6.0,8.40,Grez-sur-Loing,77880,1,48.3166645,2.6984126,+33 164457275,camping.grez@aquadis-loisirs.com,https://www.aquadis-loisirs.com/camping-les-pres-fontainebleau/,2-star campground on riverside (Grez-sur-Loing) likely has trees and natural setting; family audience and modest budget positioning suggests openness to experiential amenities.,osm,osm:way/110347007
904,Caravaning Château-Gaillard,camping,A,6.0,8.40,Bernières-sur-Seine,27700,13 Route de la Mare,49.2287876,1.3308908,+33 2 32 54 18 20,,https://www.caravaningchateaugaillard.com,"4-star caravaning site indicates premium positioning and budget capacity; likely has developed grounds with trees. However, caravan focus may limit interest in climbing/aerial activities versus traditional camping.",osm,osm:way/117504437
905,La Douane,camping,A,6.0,8.40,,,,49.8651928,4.87952,,,,"Campground with typical family audience and outdoor focus. Reasonable fit if trees present, though lack of specificity suggests mid-tier operation.",osm,osm:way/125546430
906,La Bonne Heure,camping,A,6.0,8.40,,,2 Rue de Charleville,49.8651565,4.9060116,,,https://bonneheure.be/,Camping venue with family audience and outdoor recreation context. Standard campground profile suggests trees likely; moderate fit for $5k investment.,osm,osm:way/125549447
907,Le Jardinet,camping,A,6.0,8.40,,,,49.8684684,4.8956044,,,https://www.campinglejardinet.com/,Campground with family outdoor audience; typical mid-tier camping fit. Trees likely present on grounds; reasonable alignment with rope-net amenity appeal.,osm,osm:way/126357106
908,La Chabotière,camping,A,6.0,8.40,,,,47.7014063,0.0717165,+33 2 43 45 10 00,contact@lachabotiere.com,https://lachabotiere.com/,3-star camping attracts families and active visitors; typically has green space and trees. Mid-tier budget operator may hesitate at $5k but is plausible.,osm,osm:way/129149375
909,Le Pré aux Moines,camping,A,6.0,8.40,Savigny sur Braye,,3 Avenue de la Gare,47.8798613,0.8014648,+33 649151296,arnolanglais41@gmail.com,https://www.vendome-tourisme.fr/offres/camping-le-pre-aux-moines-savigny-sur-braye-fr-4270075/,Named 'Pré aux Moines' (meadow of monks) suggests pastoral setting; family camping appeals to active play culture. Likely has some trees and reasonable operator budget.,osm,osm:way/129302645
910,Étangs du Moulin,camping,A,6.0,8.40,Suzy,02320,,49.5476648,3.4725403,+33 3 23 80 92 86,contact@etangsdumoulin.fr,https://www.etangsdumoulin.fr/,3-star lakeside camping ('Étangs') implies outdoor recreation focus and natural setting; good family audience. Moderate confidence in tree density and operator budget.,osm,osm:way/129357921
911,Les Petits Prés,camping,A,6.0,8.40,,,,48.5264202,2.0270091,,,,"Generic camping site; assuming rural location near Paris, likely has trees and family/active audience. Moderate operator size and budget confidence.",osm,osm:way/130447262
912,Camping Croix-Scaille,camping,A,6.0,8.40,,,10 Petit Rot,49.9754076,4.9262273,+32 61 58 85 17,contact@campingcroixscaille.be,https://campingcroixscaille.be/fr/,Named camping implies outdoor recreation space and tree-lined grounds typical of French rural campsites. Family audience and plausible operator budget.,osm,osm:way/130850187
913,Camping du Bec de Cisse,camping,A,6.0,8.40,Vouvray,37210,,47.4083505,0.7972721,+33 2 47 52 68 81,,https://www.camping-vouvray.com/,"Riverside camping in Vouvray region; family-friendly, likely wooded setting, and decent operator tier. Budget and tree anchor points moderately likely.",osm,osm:way/130991273
914,Hippo Camp,camping,A,6.0,8.40,,,,48.6462375,2.9641667,+33 1 64 25 85 02,contact@campinghippocamp.fr,http://www.campinghippocamp.fr,"Hippo Camp suggests family-adventure positioning and camping operations; likely has trees and discretionary budget, though tier-A lacks detail confirmation.",osm,osm:way/136434162
915,La Vallée des Tamaris,camping,A,6.0,8.40,,,,48.6518552,2.9428781,+33 1 64 42 07 26,contact@campingtamaris77.com,https://www.campingtamaris77.com/,"2-star camping with family audience and outdoor grounds; lacks confirming detail on budget and trees, but archetype-appropriate.",osm,osm:way/136434163
916,Village Nature Cottages,camping,A,6.0,8.40,,,Route de Montaiguillon,48.6302933,3.4867101,+33 1 70 00 48 09,sachabes60@gmail.com,,"Village Nature suggests family-resort positioning, outdoor grounds, and discretionary budget; good fit pending tree confirmation.",osm,osm:way/149103979
917,Le Choisel,camping,A,6.0,8.40,,,,48.9068178,3.1536931,,,https://www.campingduchoisel.com/,Named camping site with likely family audience and outdoor amenities; moderate-to-good fit if trees and budget align.,osm,osm:way/149611710
918,Camping Le Moulin De Pisseloup,camping,A,6.0,8.40,,,,48.7273403,3.1497351,+33 1 64 04 64 80,,,"Camping venue suggests outdoor space and potential trees, but generic name provides limited confidence in mature tree availability or audience interest in premium activities.",osm,osm:way/150739288
919,Les Hespérides,camping,A,6.0,8.40,,,,48.5018261,2.1912117,+33 1 60 80 32 49,,https://leshesperides.org/,"Camping site suggests outdoor space and potential trees, but generic name and no description limit confidence in venue type and audience positioning.",osm,osm:way/155180328
920,Le Parc du Gué,camping,A,6.0,8.40,La Genevraye,77690,12 Route de Montigny,48.3325144,2.7533621,+33 1 64 45 87 79,contact@camping-parcdugue.com,http://camping-parcdugue.com/,Camping site suggests outdoor space and likely trees; family-oriented but generic positioning with uncertain premium activity budget.,osm,osm:way/159332533
921,La Belle Étoile,camping,A,6.0,8.40,,77000,64 B Quai du Maréchal Joffre,48.5253611,2.6680576,+33 1 64 39 48 12,info@campinglabelleetoile.com,https://www.campinglabelleetoile.com/,"3-star campground likely has mature trees, family-oriented audience seeking outdoor activities, and operator budget capacity; good baseline fit for rope-net appeal.",osm,osm:way/163034842
922,Camping Municipal Ézy-sur-Eure,camping,A,6.0,8.40,,,,48.8626589,1.4419633,,,,"Municipal campground likely has trees and family campers, but public procurement and limited operator autonomy reduce fit vs. private premium operators.",osm,osm:way/163299362
923,Aire camping-car de Saint Avertin,camping,A,6.0,8.40,Saint-Avertin,,,47.3708862,0.7243202,+33 2 47 27 87 47,campingtoursvaldeloire@onlycamp.fr,https://www.onlypark.fr/aire-camping-car-de-st-avertin/,"4-star campground likely has mature trees and families seeking outdoor activity, with moderate discretionary budget. However, camping infrastructure doesn't strongly suggest rope-net fit unless explicitly adventure-themed.",osm,osm:way/163603771
924,Caravaning de la Fée,camping,A,6.0,8.40,Verdelot,77510,6 Chemin de la Gare,48.8710068,3.3607239,+33 1 64 04 80 19,,,"Campground with caravaning infrastructure suggests families and outdoor enthusiasts, likely trees on-site. Tier A and established facilities indicate reasonable budget and property control.",osm,osm:way/166146434
925,Camping La Gâtine,camping,A,6.0,8.40,,,,47.3278498,0.9987027,+33 2 47 57 92 60,,https://camping-blere.fr/,"Established campground likely has mature trees and attracts families. Tier A suggests decent budget and long-term control, though no specific adventure positioning evident.",osm,osm:way/166719407
926,Le Pont Romain,camping,A,6.0,8.40,,,1 Chemin de Réveillon,48.0192014,0.2794199,+33 2 43 82 25 39,campinglepontromain@onlycamp.fr,https://camping-le-mans.fr/,"4-star camping site with established infrastructure and family-friendly positioning; likely has outdoor space and budget capacity, though tree presence uncertain.",osm,osm:way/169961524
927,Parc Val de Loire,camping,A,6.0,8.40,,,,47.5115832,1.1042696,,,,Camping in Loire Valley suggests pastoral setting with potential mature trees; family-oriented audience and established operator budget align well with the product.,osm,osm:way/170408303
928,Camping de l'Amitié,camping,A,6.0,8.40,Saint-Laurent-Nouan,,,47.6879119,1.5585885,+33 2 54 87 01 52,campingdelamitie@stlaurentnouan.fr,http://www.campingdelamitie.fr,Established camping site with tier-A status indicating reasonable budget and family audience; outdoor space and potential trees make it viable if ownership/control is secured.,osm,osm:way/170408618
929,Camping du Lac Terre d'Auge,camping,A,6.0,8.40,,,,49.2751222,0.2051111,+33 2 31 65 47 15,,https://www.terredauge-camping.fr,Lakeside camping with 'Lac' in name suggests scenic outdoor setting; likely family-oriented with reasonable budget for amenities and probable tree coverage.,osm,osm:way/170449341
930,Camping Municipal de l'Étang,camping,A,6.0,8.40,,76117,,50.0121248,1.5092641,+33 2 35 50 30 17,,https://incheville.wixsite.com/incheville/camping,"3-star municipal camping with established operations and family focus; likely owns/controls space long-term with reasonable budget, though tree presence depends on location.",osm,osm:way/172438310
931,Camping de l'Ardan,camping,A,6.0,8.40,,,,47.2593173,3.6430809,+333 86 20 07 70,info@camping-bourgogne.com,https://www.camping-bourgogne.com/Camping_de_lArdan,Established camping with family positioning; outdoor-focused operator likely has mature grounds and budget for amenity investment.,osm,osm:way/172919217
932,Camping Sandaya Paris Maisons-Laffitte,camping,A,6.0,8.40,Maisons-Laffitte,78500,1 Rue Johnson,48.9398998,2.1469184,+33 1 39 12 21 91,,https://www.sandaya.fr/camping/france/paris/maisons-laffitte/,"Suburban camping in Maisons-Laffitte likely has outdoor grounds with trees. Family-oriented audience and private operator control are positive, but no explicit premium positioning or budget signals.",osm,osm:way/173481606
933,Le Clos du Vieux Moulin,camping,A,6.0,8.40,,,,48.5559222,4.7051277,,,,"Camping with 'Moulin' (mill) name suggests rural/natural setting and likely mature trees. Family audience and outdoor orientation fit, but no premium tier signal or explicit budget indicators.",osm,osm:way/175425229
934,Camping Le Rompval,camping,A,6.0,8.40,,,,50.0776286,1.4153791,+33 2 35 84 43 21,,https://www.camping-lerompval.com,"3-star camping indicates solid positioning with adequate budget. Rural setting likely includes mature trees; family audience and outdoor focus are positive, though no premium tier signal.",osm,osm:way/176869011
935,Camping Les Boucaniers,camping,A,6.0,8.40,,,4 Rue Pierre Mendès France,50.0577335,1.3904915,+33 2 35 86 35 47,,https://www.camping-lesboucaniers.com/,"3-star camping with adequate positioning for discretionary spend. Rural location suggests trees and natural setting; family audience fits, but tier A indicates moderate rather than premium budget.",osm,osm:way/176952952
936,Camping Municipal Eu,camping,A,6.0,8.40,,,,50.0510561,1.4083518,,,https://www.ville-eu.fr/tourisme-dormir-camping-municipal.php,Municipal campground attracts families and outdoor enthusiasts with probable tree cover and long-term control; 2-star suggests modest budget but worth exploring.,osm,osm:relation/13009535
937,Camping d'Accolay,camping,A,6.0,8.40,,,,47.6623593,3.7053924,+333 86 42 82 97,camping.accolay@gmail.com,https://www.accolay.eu/index.php/fr/le-camping/tarifs,2-star campground on greenfield with family audience and outdoor orientation; greenfield tag suggests space but unclear if mature trees exist yet.,osm,osm:way/177791621
938,Le Val d'Oise,camping,A,6.0,8.40,,,,49.9076756,3.9197466,+33 3 23 97 48 04,,https://www.evasion-aisne.com/fr/Sejourner-dans-l-Aisne/Votre-hebergement/Camping-du-Val-d-Oise-ETREAUPONT,"2-star campground with family-oriented audience and outdoor positioning; reasonable budget and control, but limited star rating suggests modest scope.",osm,osm:way/177804599
939,Camping Sur La Route Du Der,camping,A,6.0,8.40,,,,48.6523788,4.6670187,,,https://www.camping-surlarouteduder-en-champagne.fr,"Camping sites typically have outdoor space and family audiences, but no explicit tree indicators; rope-net installation is plausible if mature trees exist on-site.",osm,osm:way/179750569
