rank,name,archetype,tier,fit_score,ranked_score,email,phone,website,commune,postcode,reasoning
732,Les Mouettes,guinguette,C,3.0,3.00,lesmouettesmerslesbains@gmail.com,+33 2 35 86 30 38,https://www.lesmouettes80.com/,,80350,Guinguette with outdoor seating targets adults rather than active play audiences; no clear green space or tree infrastructure indicators.
733,Le Michelet,guinguette,C,3.0,3.00,lemicheletboulogne@gmail.com,+33146051774,https://lemichelet.eatbu.com,Boulogne-Billancourt,92100,Urban guinguette restaurant in dense Boulogne-Billancourt with outdoor seating but unlikely to have mature trees suitable for rope-net anchoring; target audience (diners) and budget positioning don't align with active play infrastructure.
734,fuga,guinguette,C,3.0,3.00,Contact@fuga-restaurant.fr,+33 1 40 84 94 78,https://fuga-restaurant.fr/,,,"Generic guinguette restaurant with minimal tags and no location data; no indicators of trees, adventure focus, or suitable budget/audience for rope-net infrastructure."
735,Patron,guinguette,C,3.0,3.00,patrick.bouin@bbox.fr,+33 1 49 09 99 99,https://patron.eatbu.com/?lang=fr,,,Guinguette restaurant with outdoor seating but no descriptive context; hospitality focus and lack of green-space tags suggest poor fit for rope-net installation.
736,Entre Loire et Sologne,guinguette,C,3.0,3.00,entreloireetsologne@orange.fr,+33 2 38 38 25 82,,Sully-sur-Loire,45600,"Loire riverside guinguette serves adult leisure and regional visitors; no indication of family adventure focus, climbing infrastructure, or substantial discretionary budget for amenities."
737,Le Trévi,guinguette,C,3.0,3.00,patrick.beisson45@orange.fr,+33 2 38 36 01 30,https://le-trevi-restaurant-sully-sur-loire.eatbu.com,Sully-sur-Loire,45600,"Small restaurant venue with outdoor seating in Sully-sur-Loire; adult-oriented rather than family/adventure, with no evidence of trees or climbing infrastructure."
738,Brise du Large,gite,C,3.0,3.00,contact@brisedularge.com,+33 9 71 72 97 96,https://brisedularge.com/,Ault,80460,Small gîte rental property lacks clear outdoor activity positioning and likely insufficient budget or space for rope-net infrastructure.
739,Le Cher Passant,gite,C,3.0,3.00,dupontbruno37510@orange.fr,,,,,Small gîte with no apparent outdoor activity positioning or sufficient budget for rope infrastructure.
740,Mauvaises Herbes,guinguette,C,3.0,3.00,mauvaisesherbes89@gmail.com,+33386971384,,Sens,89100,"Typical guinguette (riverside restaurant/bar) may have some trees but limited ownership control and unclear budget; audience is social dining, not active outdoor play."
741,L'Express Ô,guinguette,C,3.0,3.00,maouchikassi@yahoo.fr,+33 6 71 50 15 47,,Sens,89100,Guinguette format suggests limited owned outdoor space and social-focused audience; unlikely to have mature trees or budget for adventure installations.
742,Le Ligérien,guinguette,C,3.0,3.00,contact@restaurant-le-ligerien.fr,+33 2 48 54 38 56;+33 6 07 68 30 76,https://www.restaurant-le-ligerien.fr/,,,"Riverside guinguette focused on dining; unlikely to have climbing infrastructure or budget for rope net, though outdoor seating suggests some green space."
743,Au Fil du Temps,guinguette,C,3.0,3.00,sarlerflo@orange.fr,+33 2 35 96 20 01,http://www.aufildutemps76.fr/,Rives-en-Seine,76490,Guinguette/riverside restaurant with outdoor seating lacks clear tree anchors and is likely a small operator focused on dining rather than active play infrastructure; no evident discretionary budget for $5k installation.
744,Champagne Philipponnat,vineyard,C,3.0,3.00,info@philipponnat.com,+33 3 26569300,,Mareuil-sur-Ay,51160,Vineyard with likely outdoor space but no clear climbing/adventure audience; budget may exist but installation doesn't align with wine tourism positioning.
745,Brasserie Le Bellevue,guinguette,C,3.0,3.00,brasserielebellevuenogent@gmail.com,+33 951 023 774,,,,"Restaurant with outdoor seating; no clear active-recreation positioning, and commercial restaurant budgets typically don't align with adventure installations."
746,Chez Dame Suzanne,gite,C,3.0,3.00,contact.chezdamesuzanne@gmail.com,+33 380 413 731,https://www.chezdamesuzanne.com/,,,"Small guest house with no evidence of family amenities, recreation focus, or significant operational budget."
747,Relais Solognot,gite,C,3.0,3.00,relais.solognot@gmail.com,+33647587272,https://www.relais-solognot.com/,Sennely,45240,"Small gîte in Sennely (Sologne) suggests trees but limited operator scale, no event/activity focus, and likely insufficient budget for $5k installations."
748,Maison Plûme,gite,C,3.0,3.00,reservation@lamaisonplume.com,,https://www.lamaisonplume.com/,Villequier,76490,Small guest house in rural area; insufficient scale and no clear connection to outdoor activities or discretionary budget for a $5k installation.
749,La maison d'Yport,gite,C,3.0,3.00,contact@lamaisondyport.com,+33 6 82 29 37 15; +33 2 27 43 49 02,https://lamaisondyport.com,,,Small guest house lacks outdoor space indicators and likely minimal discretionary budget for $5k installation; no green-space signals.
750,La Boisselée,gite,C,3.0,3.00,cedrik.rousseau@laboisselee.fr,+33 6 77 43 03 03,https://www.laboisselee.fr/,Saint-Dye-sur-Loire,", 41500",Small guest house with no outdoor amenity tags; unclear land control and likely minimal discretionary budget for $5k installation.
751,Les Abris du Château,gite,C,3.0,3.00,contact@lesabrisduchateau.fr,,https://www.lesabrisduchateau.fr/,Mer,41500,Guest house with no explicit outdoor focus or activity infrastructure; unclear budget and space control; château setting may indicate grounds but no confirmation.
752,La Salamandre,guinguette,C,3.0,3.00,info@restaurantlasalamandre.fr,+33254932066,https://www.restaurantlasalamandre.fr,Saint-Aignan sur Cher,41110,"Restaurant/guinguette with outdoor seating lacks outdoor activity focus, climbing infrastructure, or clear discretionary budget for non-food amenities."
753,L'Ardoise,guinguette,C,3.0,3.00,restaurant.lardoise@outlook.fr,+33 1 64 57 22 44,https://www.restaurantlardoiseormoy.fr/,Ormoy,91540,Riverside guinguette restaurant with outdoor seating; unlikely to have budget or tree infrastructure for rope installations; no family adventure positioning.
754,Aux Gaietés de la Sabotière,gite,C,3.0,3.00,veroniquedehou@yahoo.fr,,https://www.auxgaietesdelasabotiere.be/,,,"Rural gîte with outdoor character but insufficient information; no budget signals, tree evidence, or adventure marketing apparent."
755,Domaine Ansodelles,vineyard,C,3.0,3.00,ansodelles@hotmail.com,+33 6 03 49 95 63,https://www.ansodelles.com/,,,"Vineyard archetype with no indicators of family orientation, climbing infrastructure, or budget flexibility."
756,Domaine Laurent Fauvy,vineyard,C,3.0,3.00,earl.fauvy.laurent@wanadoo.fr,+33 2 47 97 46 67,,,,"Standard vineyard lacking any indicators of family orientation, climbing infrastructure, or outdoor adventure focus."
757,Domaine Stéphane Guion,vineyard,C,3.0,3.00,contact@domaineguion.com,+33 2 47 97 30 75,https://www.domaineguion.com/,Benais,37140,"Vineyard with no signals of active-play audience, mature trees dedicated to climbing, or budget for non-core amenities."
758,Le Château d'Isoré,gite,C,3.0,3.00,info@chateaudisore.eu,+33 2 47 58 08 41,https://www.chateaudisore.eu/,Beaumont-en-Véron,37420,"Small château gîte; limited evidence of family activity programming, outdoor grounds, or discretionary budget for installations."
759,Cognard Vignerons,vineyard,C,3.0,3.00,vins.cognard@orange.fr,+33 2 47 97 76 88,https://vins-stnicolas-bourgueil-cognard.fr/,,,"Small producer-focused vineyard; no evidence of family audience, adventure positioning, or sufficient discretionary budget."
760,Domaine Pontonnier,vineyard,C,3.0,3.00,domainepontonnier@orange.fr,+33 6 88 75 11 82,https://www.domainepontonnier.fr/,,,Small vineyard domain with no clear tourism or family-play positioning; discretionary budget uncertain.
761,Au petit château,gite,C,3.0,3.00,info@aupetitchateau.fr,+33 3 25 29 98 30,www.aupetitchateau.fr,Bar-sur-Seine,10110,"Small Tier C gîte with no indicators of outdoor space, trees, or activity infrastructure; unlikely to have discretionary budget or long-term control needed."
762,Restaurant de la Rivière,guinguette,C,3.0,3.00,aurestaurantdelariviere@gmail.com,+33 3 86 18 14 90,https://www.restaurantdelariviere.com,,89250,Similar to other guinguettes—primarily restaurant-focused with outdoor dining; no clear connection to active outdoor play or climbing/adventure experiences.
763,Auberge du Château,wedding_venue,C,3.0,3.00,aubergeduchateaubouloire@gmail.com,+33 2 43 35 69 04,,Bouloire,72440,"Wedding venue/hotel with no indication of outdoor adventure focus, mature trees, or budget for climbing infrastructure; audience mismatch."
764,Au Vieux Cadran,gite,C,3.0,3.00,auvieuxcadran@orange.fr,+33 6 27 79 34 45,http://www.auvieuxcadran.fr/,Harcourt,27800,"Small guest house with no indication of outdoor grounds, trees, or family-oriented activities; limited budget and no clear connection to active play infrastructure."
765,La Gaité,guinguette,C,3.0,3.00,lacigale45@orange.fr,+33 2 38 76 70 19,,,,"Guinguette (riverside dance-hall) typically urban/peri-urban with minimal tree infrastructure; audience is adults seeking music/drinks, not active outdoor play."
766,Chez Addy & Ida,guinguette,C,3.0,3.00,chezaddyetida@gmail.com,+33 1 43 43 27 44,,,75012,"Casual guinguette with outdoor seating but no evidence of trees, family-adventure focus, or sufficient outdoor space for rope-net installation."
767,Le Chalet savoyard,guinguette,C,3.0,3.00,lechaletsavoyard@orange.fr,+33 1 48 05 13 13,http://www.chalet-savoyard.fr/,,75011,"Savoyard chalet name suggests alpine/nature positioning but as a guinguette restaurant, likely focused on dining; no clear signals for climbing infrastructure or adventure audiences."
768,Brasserie Martin,guinguette,C,3.0,3.00,ondiscute@nouvellegardegroupe.com,+33 1 48 05 34 36,https://lanouvellegarde.com/fr/brasserie-martin/,,,"Brasserie with outdoor seating; generic guinguette format with no signals for trees, family activities, or adventure-oriented positioning."
769,French Eyes,guinguette,C,3.0,3.00,cyrilhomme21@gmail.com,+33 1 45 87 07 06,https://frencheyesparis-08.webself.net/,,75013,"Generic guinguette with outdoor seating; no indicators of trees, family-oriented activities, or discretionary budget for experiential infrastructure."
770,Les Bancs Publics,guinguette,C,3.0,3.00,lesbancspublics75@gmail.com,+33980763671,,,,"Guinguette restaurant with outdoor seating, likely in dense urban/peri-urban Paris area with minimal tree anchors and no climbing infrastructure. Audience (diners) does not align with active rope-net play."
771,Au Comptoir du Temps,guinguette,C,3.0,3.00,aucomptoirdutemps@gmail.com,+33177100334,,,75019,"Au Comptoir du Temps is a tier-C restaurant-guinguette with no indication of mature trees, climbing facilities, or active-play audience."
772,Le Bourbon,guinguette,C,3.0,3.00,brasserie.bourbon@orange.fr,+33 1 45 51 58 27,https://www.brasserie-bourbon.fr/,,,Parisian bar/restaurant; urban setting with minimal green space; no evidence of trees or active outdoor play audience; unsuitable business model for rope installation.
773,Friends,wedding_venue,C,3.0,3.00,friends.vaugirard@gmail.com,,https://friends.coffee,,,"Events venue named 'Friends' with no outdoor, tree, or active-play indicators. Generic urban venue profile."
774,ibis Styles Paris Gare de l'Est Château Landon,wedding_venue,C,3.0,3.00,H2730@accor.com,+33 1 44 65 33 33,https://all.accor.com,,,ibis Styles Paris Gare de l'Est is a 3-star urban hotel with minimal budget signaling and no outdoor adventure positioning or green space indicators.
775,La Guinguette de Rochecorbon,guinguette,C,3.0,3.00,contact@guinguettederochecorbon.com,+33 2 47 52 54 87;+33 6 88 69 86 14,https://www.guinguettederochecorbon.eu,Rochecorbon,37210,Riverside biergarten focused on dining/beverage; limited family-adventure audience and likely minimal tree inventory or budget for play infrastructure.
776,La Table des Troys,guinguette,C,3.0,3.00,latabledestroys@wanadoo.fr,+33 1 43 28 26 36,https://www.la-table-des-troys.com/,Vincennes,94300,"La Table des Troys is a guinguette in Vincennes (near a major park) but the venue itself is a restaurant focused on dining, not active recreation. No clear evidence of mature trees on-site or budget for $5k installations."
777,Bouillon Montrouge,guinguette,C,3.0,3.00,manuel.heurtier@mendigorria.fr,+33 1 55 59 84 28,https://www.mendigorria.fr,Montrouge,92120,"Bouillon Montrouge is a guinguette in suburban Montrouge. While suburban positioning is better than central Paris, it remains a restaurant without clear outdoor play orientation, mature tree evidence, or budget alignment."
778,Le Rouge-Gorge,guinguette,C,3.0,3.00,lerougegorge92@live.fr,+33 1 46 12 97 67,https://www.lerougegorgemontrouge.com,Montrouge,92120,"Le Rouge-Gorge is a guinguette in Montrouge following the same pattern as other restaurant venues. No outdoor play focus, tree evidence, or discretionary budget indicators suggest poor fit."
779,Le Passage,gite,C,3.0,3.00,le.passage@orange.fr,,https://www.gites.fr/gites_le-passage-une-maison-a-200-m-de-paris_malakoff_68167.htm,,,Le Passage is a guest house with insufficient information about outdoor space or amenities; unlikely to have the tree infrastructure or audience interest for this installation.
780,Chez Madie,guinguette,C,3.0,3.00,contact@chez-madie.fr,+33 2 47 05 12 81,,,,"Urban restaurant/café with outdoor seating but no indication of mature trees or active play focus; audience is diners, not families seeking adventure; limited space and budget."
781,Les Grands Ducs,guinguette,C,3.0,3.00,contact@lesgrandsducs.fr,+33 2 47 37 03 13,https://www.restaurant-les-grands-ducs-tours.fr,,,"Restaurant with outdoor seating; no adventure or active-play positioning; guinguette audience is adult diners, not families with children seeking climbing activities."
782,Les Canailles,guinguette,C,3.0,3.00,lescanaillesrestaurant@gmail.com,+33 2 47 61 54 33,https://lescanailles.co,,,"Restaurant with outdoor seating typical of urban/peri-urban guinguette; audience is diners; no evidence of mature trees, adventure focus, or budget for experience installations."
783,La Petite Cuisine,guinguette,C,3.0,3.00,marie@lapetitecuisine.eu,+33 2 47 61 30 92,,,,Restaurant/café format lacks outdoor play focus or family adventure positioning; no evidence of mature trees or discretionary installation budget.
784,Au Bureau,guinguette,C,3.0,3.00,contact@aubureau-reims-cathedrale.fr,+33 3 26 35 84 83,https://www.aubureau.fr/restaurant/?ville=AB_Reims,Reims,51100,"Standard Reims bar/restaurant with outdoor seating; no evidence of trees, outdoor play audience, or budget alignment with active entertainment installations."
785,Restaurant Café de la Paix,guinguette,C,3.0,3.00,cafe.restaurant@hotel-lapaix.fr,+33 3 26 47 00 45,https://restaurant-cafe-de-la-paix.fr,Reims,51100,Reims restaurant/café with outdoor area but no green-space or adventure-activity indicators; typical urban dining venue.
786,La Grande Georgette,guinguette,C,3.0,3.00,contact@lagrandegeorgette.com,+33 3 26 83 18 18,https://www.lacasernechanzy.com/fr/restaurant-et-bar.html,Reims,51100,"Reims restaurant with outdoor seating; no evidence of trees, activity infrastructure, or family-adventure positioning."
787,Ancienne maison des Templiers,gite,C,3.0,3.00,rabouin.philippe@gmail.com,+33 6 44 25 89 69,,,,Historic guest house ('Ancienne maison des Templiers') lacks green-space indicators; tier-C and guest_house tag suggest small operator with likely minimal discretionary budget.
788,Breizh Café,guinguette,C,3.0,3.00,creperie.paris6@breizhcafe.com,+33 1 42 49 34 73,https://www.breizhcafe.com/,,,"Casual dining guinguette without evidence of tree anchors, climbing experience, or family-adventure market positioning."
789,Hôtel du Nord,guinguette,C,3.0,3.00,event@laretropolitaine.com,+33 1 40 40 78 78,https://hoteldunord.org/,,,"Guinguette restaurant with outdoor seating but no indication of mature trees or discretionary budget for a $5k adventure installation. Audience is casual diners, not adventure-seekers or families with active outdoor play focus."
790,La Fresque,guinguette,C,3.0,3.00,lafresque@wanadoo.fr,+33 1 42 33 17 56,http://www.lafresqueparis.com,,,"Guinguette with outdoor seating but lacking clear signals of mature trees, green space, or family outdoor play positioning. Revenue model appears food/beverage-focused."
791,Anne,guinguette,C,3.0,3.00,restaurant@pdlr.fr,+33 1 40 29 19 19,https://www.pavillon-de-la-reine.com/restaurant-bar,,,"Small-rated guinguette with outdoor seating but no evidence of trees, aerial infrastructure, or family activity focus; dining venue with uncertain discretionary budget."
792,Dream House,gite,C,3.0,3.00,dreamhouseparis@hotmail.com,+33 7 63 34 55 12,https://dreamparis2000.com/,Gennevilliers,92230,Guest house in Gennevilliers (suburban) but no outdoor facilities or green space indicators that would support rope-net installation.
793,Le Glou de Marcel,vineyard,C,3.0,3.00,jevinavous@gmail.com,+33 7 49 97 19 19,https://www.legloudemarcel.fr/,,,"Vineyard with minimal metadata; unlikely to have the outdoor recreation audience or budget profile needed, despite possible trees."
794,Troquet Royal,guinguette,C,3.0,3.00,letroquetroyal45100@gmail.com,+33 983547568,,Orléans,45100,Urban guinguette restaurant with outdoor seating but no evidence of mature trees or adventure-oriented infrastructure; typical small-tier dining venue without natural anchors.
795,Le Pré-Porus,guinguette,C,3.0,3.00,contact@lepreporus.com,+33 3 22 46 25 03,http://www.lepreporus.com/,,,Generic guinguette with no location or green-space data; typical small restaurant without clear tree coverage or adventure-audience fit.
796,Au Bureau,guinguette,C,3.0,3.00,contact@aubureau-chartres.fr,+33 2 37 28 37 70,https://www.aubureau.fr/restaurant/?ville=AB_Chartres&y_source=1_MTE2NjU2MDMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Barjouville,28630,Restaurant with outdoor seating has limited discretionary budget for a $5k installation and no clear evidence of mature trees or outdoor infrastructure investment.
797,Le Cardinal,guinguette,C,3.0,3.00,perefils08@orange.fr,+33 3 24 33 21 97,https://www.bar-brasserie-charleville.fr/,Charleville-Mézières,08000,Named 'Le Cardinal' suggests a modest guinguette; restaurant operators typically lack $5k discretionary budgets for play infrastructure.
798,L'Antre Ducale,guinguette,C,3.0,3.00,restaurant.lentrecote@yahoo.com,+33 3 10 07 18 33,,Charleville-Mézières,08000,Historic-sounding name but standard guinguette archetype with restaurant-level budget and no clear outdoor play positioning.
799,Go Gorilla,guinguette,C,3.0,3.00,contact@go-gorilla.fr,+33 1 60 31 95 38,https://www.go-gorilla.fr/,Lagny-sur-Marne,77400,"Despite playful 'Go Gorilla' name suggesting activity focus, standard restaurant operator with outdoor seating lacks clear budget and tree infrastructure."
800,Rosalie,guinguette,C,3.0,3.00,contact@rosalie-restaurant.com,+33 1 55 59 87 51,https://www.rosalie-restaurant.com,Antony,92160,Urban Antony venue; unlikely to control large outdoor land with trees in suburban Paris context.
801,L’Horloge,guinguette,C,3.0,3.00,lhorloge.cafe@gmail.com,+33 9 84 35 32 45,https://l-horloge.fr/,,,Restaurant with outdoor seating; no location context or descriptive detail provided; unlikely to have substantial grounds or climbing focus.
802,domaine de foolz,guinguette,C,3.0,3.00,domainedefoolz@wanadoo.fr,+33 325 297 886,https://domainedefoolz.com/,Bourguignons,10110,"Restaurant with outdoor seating; no clear indication of mature trees, size, budget capacity, or suitability for aerial infrastructure."
803,Bistrot Tricotine,guinguette,C,3.0,3.00,bistrot.tricotine@gmail.com,+33 1 30 59 96 52,https://bistrot-tricotine.fr/,,,"Urban bistrot-style guinguette; no signals of trees, budget, or space for rope-net installation."
804,La Tornade,guinguette,C,3.0,3.00,la-tornade@orange.fr,+33 2 31 65 92 68,https://www.brasserie-latornade.fr/,,,"La Tornade is a standard restaurant with outdoor seating but no indication of mature trees, climbing features, or adventurous clientele positioning."
805,Jean Hugues Et Guilhem Goisot,vineyard,C,3.0,3.00,domaine.jhg@goisot.com,+33 3 86 53 35 15,https://www.goisot.fr/,,,"Small vineyard with likely rural grounds but no indication of family-focused recreation, visitor infrastructure, or discretionary budget for active experiences; wine-focused operations rarely invest in climbing features."
806,Domaine Bernard Reverdy et Fils,vineyard,C,3.0,3.00,reverdybernard@orange.fr,,,Verdigny,18300,Wine producer in Verdigny with presumed land holdings but no signal of recreational amenity interest or family audience. Vineyard operations typically incompatible with adventure installations.
807,Domaine Daniel Reverdy et Fils,vineyard,C,3.0,3.00,daniel-et-fils.reverdy@wanadoo.fr,+33 2 48 79 33 29,,,,"Small family vineyard producer; likely has outdoor space and modest budget, but no evidence of family recreation or climbing infrastructure positioning. Wine tasting audience, not active play seekers."
808,Vigneron Bernard Naude,vineyard,C,3.0,3.00,info@champagne-bernard-naude.com,+33 323 820 926,https://www.champagne-bernard-naude.com,Charly-sur-Marne,02310,"Sustainable vineyard operator near Marne; moderate outdoor land likely, but no indication of family activity focus or budget for non-wine amenities. Core business is viticulture, not recreation."
809,Vigneron Châtelain,vineyard,C,3.0,3.00,champagne-chatelain@orange.fr,+33 323 820 174,http://champagne-chatelain.fr/,Charly-sur-Marne,02310,"Small-scale champagne producer with sustainable practices; may have discretionary budget and outdoor grounds, but no signal of family/adventure positioning. Wine tourism is primary draw."
810,La Grille Dorée,gite,C,3.0,3.00,grille-doree@hotmail.fr,+33 9 65 13 67 17,http://www.lagrilledoree.com,Amboise,37400,Guest house gite in Amboise likely lacks dedicated outdoor leisure space and $5k budget; no indication of climbing infrastructure need.
811,Gîte des Moyeux,gite,C,3.0,3.00,n.g@alphacomgroup.com,+33 1 64 08 49 51,http://www.chateau-des-moyeux.com,La Chapelle Rablais,77370,Small rural guest house focused on accommodation; unlikely to have budget or motivation for climbing net installation targeting families.
812,Egeria conseil coaching,wedding_venue,C,3.0,3.00,melanie@egeriaconseil.com,+33 3 64 22 47 76,https://egeriaconseil.com/,Senlis,60300,Urban events venue in Senlis city center; no trees or outdoor infrastructure indicated; procurement challenges and indoor-focused model typical of such venues.
813,Joie de Vivre,gite,C,3.0,3.00,info@joie-de-vivre.fr,+33 6 34 52 07 75,https://www.joie-de-vivre.fr/,,,Generic name with no location or descriptive data. Typical small gîte with no evidence of outdoor activity positioning or discretionary investment capacity.
814,Au Presbytère de Saigneville,gite,C,3.0,3.00,info@aupresbytere.eu,+33 322 609 834,https://www.aupresbytere.eu/home,,,"Former presbytery (church house) in rural setting may have grounds and mature trees, but converted religious buildings typically have limited outdoor space and no clear activity-business positioning."
815,Le repose pieds,gite,C,3.0,3.00,natnisot@yahoo.fr,+33 6 48 50 03 75,nathalienisot.com,,,'Le repose pieds' (rest/relaxation focus) suggests quiet retreat rather than active adventure; budget and tree presence unclear.
816,Gîte des Artistes,gite,C,3.0,3.00,hausemont.denis@gmail.com,+33 6 82 52 83 15,,,,'Gîte des Artistes' suggests boutique positioning but no outdoor adventure or green-space indicators.
817,Villa Joséphine,gite,C,3.0,3.00,contact@villa-josephine-brienne.fr,+33 6 67 14 99 12,https://www.villa-josephine-brienne.fr/,,,Upscale-sounding villa gîte but no outdoor/adventure positioning or green-space indicators evident.
818,BestJump,childrens_center,A,2.0,2.80,contact@bestjump.fr,+33 2 31 64 61 51,https://www.bestjump.fr/,Honfleur,14600,"BestJump is an indoor trampoline park with no indication of outdoor space, mature trees, or climbing infrastructure. This is a clear mismatch for an aerial rope-net installation."
819,Le Roi Soleil,camping,A,2.0,2.80,leroisoleil2@gmail.com,+32 60 31 16 76,,,,"Le Roi Soleil is restricted to permanent residents only, eliminating it as a commercial venue for a rope-net installation; unclear on outdoor/tree assets anyway."
820,Aire camping-car Vitry-aux-Loges,camping,A,2.0,2.80,accueil@vitry-aux-loges.fr,+33 238594726,https://www.vitry-aux-loges.fr/aire-camping-cars-2/,Vitry-aux-Loges,45530,Camping-car halt facility with no adventure focus or obvious discretionary budget.
821,Aire de services pour camping-cars SULLY-SUR-LOIRE,camping,A,2.0,2.80,tourisme@valdesully.fr,+33 673353797,https://www.tourisme-valdesully.fr/aire-camping-car/aire-de-services-pour-camping-cars-sully-sur-loire/,Sully-Sur-Loire,45600,"Caravan service parking with no adventure focus, unlikely trees, minimal entertainment positioning."
822,Trampoline Park – Let’s Jump,childrens_center,A,2.0,2.80,contact.parissud@trampolinepark.fr,+33 1 70 84 92 92,https://www.trampolinepark.fr/les-parks.php#paris,,91120,Indoor trampoline parks lack the mature trees needed for rope-net anchoring and don't align with outdoor adventure positioning; they're also typically budget-constrained chains rather than premium operators.
823,Parrot World,zoo,D,3.0,2.40,commercial@parrotworld.fr,+33 1 86 70 06 84,https://www.parrotworld.fr/,Crécy-la-Chapelle,77580,"Zoo focused on animal display, not outdoor climbing/adventure; different operational model and audience, though outdoor space may exist for other uses."
824,Hapik,climbing_gym,D,3.0,2.40,chambly@hapik.fr,+33 1 30 34 30 75,https://hapik.fr/nos-centres/chambly,,,"Indoor climbing gym with likely no outdoor space or trees; different market segment (technical climbers, not families). Tier D suggests smaller operator with limited budget."
825,Roc & Résine,climbing_gym,D,3.0,2.40,info@roc-et-resine.fr,+33 1 46 75 04 21,https://rocetresine.com/,,,Climbing gym already offers aerial/climbing experience but indoor focus; unlikely to add outdoor rope-net or have discretionary budget for non-core offering.
826,Vertical'Art,climbing_gym,D,3.0,2.40,rungis@vertical-art.fr,+33 1 84 25 66 11,https://rungis.vertical-art.fr/,Rungis,94150,"Indoor climbing sports centre; core business is indoor walls, not outdoor adventure, and unlikely budget fit for ancillary installations."
827,Parc Animalier Hi-Han,zoo,D,3.0,2.40,association.hihan@gmail.com,+33 1 60 28 49 00,http://association.hihan.free.fr/,Roissy-en-Brie,77680,"Parc Animalier Hi-Han is managed by volunteers and explicitly solicits donations/aid, indicating minimal discretionary budget. Non-profit/volunteer structure unsuitable for commercial $5k installation without external funding."
828,École primaire privée Les petites souris de Montessori,montessori_school,B,2.0,2.40,lespetitessourisdemontessori@gmail.com,+33 672334142,,,,"Private school focused on early childhood education; unlikely to have discretionary €5k budget for external installations. Schools require municipal/institutional approval, conflicting with procurement fit."
829,Lycée général et technologique en Forêt,forest_school,B,2.0,2.40,ce.0450040z@ac-orleans-tours.fr,+33 2 36 84 99 20,https://www.lycee-en-foret.fr,,,"Public school in forest; even with outdoor space and trees, public procurement requirements and educational-only focus make it a poor fit for commercial rope-net installation."
830,École primaire de La Forêt,forest_school,B,2.0,2.40,ce.0770757E@ac-creteil.fr,+33 164281546,,,,"Public school with likely trees in grounds, but municipal procurement rules and institutional constraints make commercial rope-net installation inappropriate; not a discretionary-budget decision-maker."
831,École maternelle Maria Montessori,montessori_school,B,2.0,2.40,ce.0450259M@ac-orleans-tours.fr,+33 238628308,,Orléans,45000,Public school with limited discretionary budget and procurement complexity; outdoor space likely small and constrained by educational mandate.
832,École primaire Maria Montessori - Georges Bachy,montessori_school,B,2.0,2.40,ce.0022062F@ac-amiens.fr,+33 323627608,,Saint-Quentin,02100,Public school in urban area with constrained municipal procurement and limited discretionary budget; would require lengthy approval processes incompatible with a $5k installation.
833,Gaspard,guinguette,C,2.0,2.00,bonjour@gaspard-tours.fr,+33 2 47 63 36 31,http://www.gaspard-tours.com,Tours,37100,"Guinguette (riverside restaurant) with outdoor seating but no indication of mature trees or climbing infrastructure; urban or semi-urban venue focused on dining, not adventure play."
834,Gus,guinguette,C,2.0,2.00,contact@gusrestaurant,+33 2 47 74 64 92,https://gusrestaurant.fr/,,,"Generic restaurant with outdoor seating; no signals of green space, trees, or adventure audience; low budget fit."
835,Salon Degermann,wedding_venue,C,2.0,2.00,celine@le-k-reims.com,+33 3 26 04 11 11,https://salon-degermann.fr/,,,Event hall rental venue; indoor focus on receptions; no outdoor space or climbing infrastructure signals; wrong customer base and use case.
836,Au Gîte de Sam,gite,C,2.0,2.00,mazella.sabrina@bbox.fr,+33 6 01 95 39 30,http://www.augitedesam.com,Chenoise,77160,Small guest house (gîte); minimal outdoor space or facilities; unlikely budget or operational focus for adventure installation.
837,CosyRouen Bali Spa Hammam,gite,C,2.0,2.00,contact@cosyrouen.com,+33 6 75 04 55 21,https://cosyrouen.amenitiz.io/fr/chambre/cosyrouen-bali-jacuzzi-hammam,Rouen,76000,"Urban spa/guest house focused on wellness, not outdoor adventure; unlikely to have meaningful green space or interest in rope-net installations."
838,Contes & Lectures,gite,C,2.0,2.00,bouanny@orange.fr,+33 1 64 14 95 71,https://www.contes-lectures77.fr/,Bois-le-Roi,77590,Hybrid bookshop/guesthouse/tearoom has minimal outdoor adventure positioning or space for installations; urban-leaning hospitality venue.
839,Les Hôtes D'Éloïse,gite,C,2.0,2.00,leshotesdeloise02000@yahoo.com,+33 6 95 36 65 95,https://www.leshotesdeloise.com,Laon,02000,Urban guest house in Laon (historic town) with minimal outdoor space and small-operator budget constraints.
840,Le Kilomètre,guinguette,C,2.0,2.00,contact@lekilometre.fr,+33 2 48 26 18 08,http://www.lekilometre.fr/,Henrichemont,18250,Urban wine-bar restaurant with outdoor seating; wine-focused clientele and no outdoor activity infrastructure or trees mentioned; poor fit.
841,David Sautereau,vineyard,C,2.0,2.00,contact@sancerre-sautereau.com,+33 2 48 79 42 52,https://www.sancerre-sautereau.com/,Crézancy en Sancerre,18300,Vineyard with no tourism/leisure positioning and no clear outdoor family activity focus; unlikely discretionary budget for adventure play infrastructure.
